0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,target
-266.73870849609375,103.66343688964844,4.573472499847412,9.041640281677246,1.6146944761276245,1.3966467380523682,-0.36614346504211426,2.7182013988494873,-15.133023262023926,7.939021587371826,-6.064960479736328,2.656496047973633,-6.195415496826172,7.894415378570557,-0.4446445405483246,-3.716099500656128,-0.9007829427719116,0.8728317618370056,-6.193359851837158,0.441946417093277,-6.8664374351501465,-1.0922894477844238,-2.7259490489959717,1.259826421737671,0.6861798167228699,3.2393717765808105,3.4554874897003174,3.7527084350585938,2.0759732723236084,4.432053565979004,3.130100965499878,3.3318824768066406,2.1808063983917236,-0.6684573292732239,-1.6066529750823975,-0.42204704880714417,-0.5732877850532532,0.19274669885635376,-1.5665342807769775,-2.636143445968628,12.122885091557565,14.337263960341012,18.20573548298701,16.53521016771614,17.075742090742033,18.464923589624185,45.28927208850943,-0.03129268335526497,0.004478676523255009,-0.025047693749483395,0.07590481573608719,0.008410984602742547,0.00394900526648028,0.667106032371521,0.6594703793525696,0.5923452973365784,0.557635486125946,0.5505695343017578,0.5790795683860779,0.5874021053314209,0.6084541082382202,0.6817069053649902,0.6650949120521545,0.6496089100837708,0.6425439119338989,1
-448.7304992675781,128.07334899902344,5.418814659118652,17.65712547302246,8.967703819274902,21.781902313232422,-9.745255470275879,6.164220333099365,-4.0466108322143555,-1.4890092611312866,0.9107230305671692,-4.300641059875488,2.8652684688568115,-0.7201352715492249,7.80059814453125,-5.565392971038818,-4.8111653327941895,-0.8654831051826477,1.6505403518676758,-4.465856552124023,-2.6215298175811768,1.2774182558059692,-2.4428300857543945,-0.25323569774627686,-4.021116733551025,0.8068382740020752,-4.428408622741699,-1.1600935459136963,-3.0802078247070312,-1.4158499240875244,0.2611657679080963,-4.401051998138428,1.546973466873169,-4.536736965179443,-3.460038185119629,-1.3568603992462158,1.0901683568954468,-1.3587894439697266,0.11162498593330383,1.0308674573898315,18.5119318310521,14.318026183057933,19.0545616571697,16.53184054269758,20.948406228924405,20.291414222061682,39.71775922143192,0.03274198749929509,0.03739650197197997,0.02051316190911181,-0.01261800049596393,0.013970376653022549,-0.005968916803321214,0.5038743019104004,0.5724589824676514,0.5125892758369446,0.46801623702049255,0.4958845376968384,0.4969939589500427,0.5643687844276428,0.605995237827301,0.5681629776954651,0.5644486546516418,0.481527715921402,0.4709460139274597,1
-132.71240234375,124.45262908935547,-57.85975646972656,21.28481101989746,-42.65184020996094,12.879963874816895,-33.53367614746094,-12.255640029907227,-32.37350845336914,-10.699275016784668,-14.582109451293945,-21.265531539916992,-10.093059539794922,-23.60226058959961,-7.03494930267334,-22.29893684387207,-1.7734739780426025,-18.3813533782959,-4.409675121307373,-14.401229858398438,-16.08223533630371,-6.502171516418457,-18.557279586791992,-4.248671054840088,-17.762226104736328,-4.781137943267822,-10.873645782470703,-6.986578464508057,-6.596968173980713,-4.8596272468566895,-0.7415304183959961,-3.2890429496765137,2.3242862224578857,-3.694020986557007,3.255706548690796,-3.9891440868377686,0.5153518915176392,-4.577253818511963,-2.9068753719329834,0.5373508334159851,34.590014040201105,11.660915890716716,15.783163976485111,13.891861113150187,16.77167271383239,17.911140458013648,62.03513454029034,0.014536025941091022,0.017377787061940146,-0.06015840021829213,0.04014783228437036,0.004447151866569794,0.0011747541660764838,0.5370293259620667,0.5653174519538879,0.6594313979148865,0.6460303664207458,0.6569228172302246,0.6884596943855286,0.675429105758667,0.7211295962333679,0.8096150159835815,0.8644569516181946,0.7293322086334229,0.5858951210975647,1
-477.8431701660156,83.06591796875,23.156742095947266,10.397628784179688,10.948236465454102,3.1338703632354736,4.281214714050293,8.819441795349121,-5.246665954589844,-8.278207778930664,-3.659583568572998,-3.4521281719207764,-8.936734199523926,-2.412485361099243,-2.4895875453948975,-0.451663076877594,-5.073341369628906,-3.104409694671631,-3.6238467693328857,-3.7218387126922607,-4.051532745361328,-0.14642468094825745,0.4596171975135803,-1.9227129220962524,-3.362032651901245,-2.2381439208984375,-2.1753897666931152,-1.0357390642166138,-1.244897484779358,-0.4561944007873535,-2.671550989151001,-1.6101118326187134,-2.1149063110351562,-3.991708755493164,-5.117475986480713,-4.3337578773498535,-4.269594669342041,-2.5638022422790527,-2.995278835296631,-3.2212584018707275,18.919406470658796,13.392222762119571,16.828262583325227,17.32095703279918,17.598864466171154,17.46212180701924,37.98225972028264,0.012380140582474688,-0.023460787355684482,-0.07082375332122752,-0.009303861270642536,0.006166518586276709,0.007088885952855793,0.7086580991744995,0.7708568572998047,0.7240595817565918,0.6468090415000916,0.6330856680870056,0.6084319949150085,0.5581997632980347,0.619973361492157,0.6998880505561829,0.7314964532852173,0.7535538077354431,0.7160387635231018,0
-362.73974609375,88.98213958740234,13.191752433776855,-10.316601753234863,-4.57063627243042,13.831302642822266,14.777442932128906,5.533416748046875,-12.94948673248291,-5.941305637359619,3.5356385707855225,6.11962890625,-2.875225067138672,-10.117120742797852,-7.776132583618164,-0.5436956286430359,0.7602762579917908,2.6020443439483643,-4.581984996795654,1.126556158065796,-6.345855712890625,-1.6722755432128906,-6.355161190032959,-10.813822746276855,-5.365010738372803,1.6107467412948608,-1.1493476629257202,-2.0100717544555664,-3.9257678985595703,-3.768023729324341,-5.017721652984619,-4.189042568206787,-3.0937678813934326,-4.8388895988464355,-0.15892338752746582,2.070844888687134,3.4232704639434814,1.4601951837539673,1.3156827688217163,0.8715317249298096,19.657721609035285,14.03907753567131,19.003127669527114,18.77744903139141,16.86481299600681,18.22075574040966,38.54414211075764,0.025856684110993965,-0.013009706541539663,0.02393589822652999,0.02813477630843351,0.006032019716859877,0.0051778417794897755,0.44671547412872314,0.4577191174030304,0.5046300292015076,0.5156031847000122,0.5822456479072571,0.7133687138557434,0.724475085735321,0.5977348685264587,0.44394242763519287,0.3691990375518799,0.32819271087646484,0.37159860134124756,0
-460.7054748535156,62.66519546508789,6.568980693817139,11.086150169372559,4.929133415222168,0.6134262084960938,-11.241382598876953,0.594284176826477,-10.823291778564453,-0.8553471565246582,-2.7008538246154785,2.8086771965026855,-5.288895606994629,1.0214076042175293,0.15421774983406067,-1.0089747905731201,-2.8276872634887695,0.5636784434318542,-4.301414489746094,-2.1953487396240234,-2.158296585083008,-1.7008633613586426,-0.8627744913101196,-0.6354480981826782,0.27586624026298523,1.967990517616272,3.365382432937622,5.586099147796631,5.912200450897217,4.04187536239624,3.9772017002105713,2.4594578742980957,-0.4034252464771271,-0.9903531670570374,-1.0468062162399292,0.065212681889534,-1.4877870082855225,-1.661704659461975,-1.3631535768508911,-1.401568055152893,13.909862273586825,13.650587797084038,15.791172948959982,13.53842877486139,15.09638544936354,17.588538326333516,47.91027950670024,-0.028101930135085915,0.02333445363835512,0.081505094214232,-0.023229304530848476,-0.004120335346730774,0.0027839573781177026,0.8235733509063721,0.7663885354995728,0.6450684666633606,0.49930450320243835,0.4273577928543091,0.4360124468803406,0.4463079571723938,0.46420666575431824,0.5189864635467529,0.5887958407402039,0.7395060658454895,0.8523014783859253,1
-362.33258056640625,97.9258804321289,18.966388702392578,10.190628051757812,9.697229385375977,6.522739410400391,7.467813968658447,6.882099628448486,-13.018542289733887,-8.75715160369873,-6.6225762367248535,-1.3873649835586548,-6.265643119812012,-0.9097877740859985,-4.841407299041748,2.9743995666503906,-2.858137845993042,-2.9929609298706055,-2.8394439220428467,-5.358282566070557,-7.306443691253662,-0.1892707645893097,-1.773284673690796,-8.019875526428223,-2.247032403945923,-1.3673875331878662,-4.221047878265381,-1.6182342767715454,-2.253061056137085,-0.8316639065742493,-2.2497780323028564,-3.6136491298675537,-1.7319178581237793,-2.035780191421509,-4.028011322021484,-1.7302392721176147,-0.926811695098877,0.14013394713401794,1.609872817993164,0.8716909289360046,19.266013745900317,15.656550760815358,18.230895422785515,15.929180081426399,18.512020050254016,19.6547745449678,39.4805424899235,0.04831141096334589,-0.008698778533344055,0.011116888378441646,-0.011287818131881929,-0.00922781919886587,-0.0068191865657099004,0.6348724961280823,0.6391867399215698,0.6319005489349365,0.6289123296737671,0.6093677282333374,0.6247537136077881,0.6127703189849854,0.5671760439872742,0.5702664256095886,0.6264616250991821,0.6293677687644958,0.6068218350410461,0
-494.2596435546875,60.62111282348633,15.207329750061035,20.853483200073242,10.089095115661621,6.011804103851318,-12.578191757202148,-6.192307472229004,0.5778504610061646,6.309146404266357,-7.620086193084717,-2.5239131450653076,0.8211935758590698,12.352182388305664,6.932346343994141,0.5989512205123901,-2.425490617752075,0.6863471269607544,0.3069382309913635,0.85047447681427,-4.639400005340576,-0.9120908379554749,-8.028660774230957,-2.2691798210144043,-4.658720016479492,-4.275264263153076,-2.6318705081939697,-4.153382778167725,-1.1224356889724731,-1.8535215854644775,-0.6418909430503845,-0.8740500807762146,-3.17045259475708,-4.170565605163574,-6.353957653045654,-4.0391926765441895,-2.5364890098571777,-1.0107195377349854,-1.0485795736312866,-0.9625516533851624,17.07373943469636,13.406402333910492,17.426943804305743,16.691837480708397,17.825946196798437,17.907812166578186,40.32870765253126,0.010181873929980843,-0.038497299479957885,0.1268964174284952,-0.0188985707269967,-0.0179604343617863,-0.006687183077198436,0.7363163232803345,0.6331602931022644,0.5727646946907043,0.5430269241333008,0.5512269735336304,0.5946346521377563,0.621107280254364,0.6816470623016357,0.6999087929725647,0.710170567035675,0.7571475505828857,0.8111085891723633,0
-494.848388671875,78.75328063964844,32.53179931640625,31.959871292114258,8.919038772583008,12.789000511169434,16.283510208129883,12.30082893371582,4.395110130310059,6.938202381134033,0.4957881569862366,2.4425413608551025,-2.659795045852661,-1.6040054559707642,5.512825012207031,-1.7265604734420776,2.058443069458008,0.469097375869751,1.5411320924758911,-2.5300426483154297,-1.5438401699066162,0.32204434275627136,-2.088893413543701,-1.0660009384155273,-2.184642791748047,-0.39056530594825745,-3.5587356090545654,-1.3154034614562988,-2.15201997756958,-2.353376626968384,0.06962833553552628,0.9657732844352722,-0.21428392827510834,-2.4787087440490723,1.3110359907150269,-1.418300986289978,-1.8333395719528198,-1.2408995628356934,-0.42899090051651,-0.09385193884372711,19.48562605562023,15.700970500275478,15.606724302280409,16.904566664981896,15.883982802901665,17.247619912308345,37.65038474693687,0.01801417748911255,0.02145440165222489,-0.00033902923383299775,-0.012994202420572972,0.0052739255539207735,0.018059828584433953,0.45771631598472595,0.45562151074409485,0.502148449420929,0.5248294472694397,0.5056494474411011,0.4777112603187561,0.5085259675979614,0.5547230839729309,0.5847777128219604,0.5812712907791138,0.49326398968696594,0.43983349204063416,1
-414.565185546875,56.868812561035156,-5.390132427215576,-1.475813388824463,0.9708471894264221,-3.6353797912597656,-6.247636318206787,-7.590510845184326,-10.657514572143555,-2.4977900981903076,-5.014188766479492,1.975258469581604,-4.952144145965576,1.6760356426239014,0.5679579973220825,-0.03047298826277256,-2.5969254970550537,2.69160795211792,-2.9471869468688965,-2.725806713104248,-2.6257357597351074,-2.131577968597412,-2.0933260917663574,1.4059736728668213,0.3352927267551422,3.5670034885406494,2.8885250091552734,5.765682220458984,5.1666460037231445,3.5648856163024902,4.018837928771973,1.0422357320785522,-0.6911211609840393,-0.6140446066856384,0.9107266664505005,0.9696430563926697,0.5646981000900269,-0.7982118725776672,-0.33427244424819946,-1.9268826246261597,13.814190654378557,13.179827552695151,15.587567817627932,14.143454609599377,15.624058127251065,19.701470681910752,43.95845377398913,-0.039679074967429895,0.021552041476389453,0.04597905449367827,-0.048144805299638764,0.007035976621569334,-0.004663341313701124,0.8294988870620728,0.7980430722236633,0.6916674375534058,0.5168610215187073,0.39224550127983093,0.435987263917923,0.49235719442367554,0.5051352977752686,0.5411770343780518,0.5970499515533447,0.7505853176116943,0.8377500772476196,1
